[2023-09-06 15:28:15.321 | workflowName: LongRunningWorkflow | activityName: A | iteration: 0] - Activity started
[2023-09-06 15:29:07.003 | workflowName: LongRunningWorkflow | activityName: B | iteration: 5] - Task will be executed with the following arguments: {"arguments":["A5"],"constants":["10","B"],"currentIteration":5}
[2023-09-06 15:29:07.004 | workflowName: LongRunningWorkflow | activityName: B | iteration: 5] - Executing task
[2023-09-06 15:29:07.004 | workflowName: LongRunningWorkflow | activityName: B | iteration: 5] - Setup results file before task execution
[2023-09-06 15:29:07.005 | workflowName: LongRunningWorkflow | activityName: B | iteration: 5] - Executing task
[2023-09-06 15:29:07.005 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Received tokens: [InputToken{portName='IPortC', token=isel.meic.tmf.token.Token@7cc0cdad}]
[2023-09-06 15:29:07.006 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Mapping task arguments...
[2023-09-06 15:29:07.006 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Task will be executed with the following arguments: {"arguments":["A4-B4"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":4}
[2023-09-06 15:29:07.007 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Executing task
[2023-09-06 15:29:07.007 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Setup results file before task execution
[2023-09-06 15:29:07.008 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Executing task
[2023-09-06 15:29:07.249 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Task execution finished with a running time of: 241ms
[2023-09-06 15:29:07.250 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Collecting task results...
[2023-09-06 15:29:07.251 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Task results collected: [A4-B4-C4]
[2023-09-06 15:29:07.252 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Emit task results...
[2023-09-06 15:29:07.252 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Incrementing workflow iteration...
[2023-09-06 15:29:07.252 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Waiting for tokens...
[2023-09-06 15:29:17.213 | workflowName: LongRunningWorkflow | activityName: B | iteration: 5] - Task execution finished with a running time of: 10208ms
[2023-09-06 15:29:17.214 | workflowName: LongRunningWorkflow | activityName: B | iteration: 5] - Collecting task results...
[2023-09-06 15:29:17.215 | workflowName: LongRunningWorkflow | activityName: B | iteration: 5] - Task results collected: [A5-B5]
[2023-09-06 15:29:17.215 | workflowName: LongRunningWorkflow | activityName: B | iteration: 5] - Emit task results...
[2023-09-06 15:29:17.218 | workflowName: LongRunningWorkflow | activityName: B | iteration: 5] - Incrementing workflow iteration...
[2023-09-06 15:29:17.218 | workflowName: LongRunningWorkflow | activityName: B | iteration: 6] - Waiting for tokens...
[2023-09-06 15:29:17.219 | workflowName: LongRunningWorkflow | activityName: B | iteration: 6] - Received tokens: [InputToken{portName='IPortB', token=isel.meic.tmf.token.Token@368f2016}]
[2023-09-06 15:29:17.219 | workflowName: LongRunningWorkflow | activityName: B | iteration: 6] - Mapping task arguments...
[2023-09-06 15:29:17.220 | workflowName: LongRunningWorkflow | activityName: B | iteration: 6] - Task will be executed with the following arguments: {"arguments":["A6"],"constants":["10","B"],"currentIteration":6}
[2023-09-06 15:29:17.220 | workflowName: LongRunningWorkflow | activityName: B | iteration: 6] - Executing task
[2023-09-06 15:29:17.220 | workflowName: LongRunningWorkflow | activityName: B | iteration: 6] - Setup results file before task execution
[2023-09-06 15:29:17.221 | workflowName: LongRunningWorkflow | activityName: B | iteration: 6] - Executing task
[2023-09-06 15:29:17.221 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Received tokens: [InputToken{portName='IPortC', token=isel.meic.tmf.token.Token@7c7b252e}]
[2023-09-06 15:29:17.221 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Mapping task arguments...
[2023-09-06 15:29:17.221 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Task will be executed with the following arguments: {"arguments":["A5-B5"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":5}
[2023-09-06 15:29:17.222 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Executing task
[2023-09-06 15:29:17.222 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Setup results file before task execution
[2023-09-06 15:29:17.223 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Executing task
[2023-09-06 15:29:17.437 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Task execution finished with a running time of: 214ms
[2023-09-06 15:29:17.438 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Collecting task results...
[2023-09-06 15:29:17.439 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Task results collected: [A5-B5-C5]
[2023-09-06 15:29:17.439 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Emit task results...
[2023-09-06 15:29:17.439 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Incrementing workflow iteration...
[2023-09-06 15:29:17.439 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Waiting for tokens...
[2023-09-06 15:29:27.429 | workflowName: LongRunningWorkflow | activityName: B | iteration: 6] - Task execution finished with a running time of: 10208ms
[2023-09-06 15:29:27.431 | workflowName: LongRunningWorkflow | activityName: B | iteration: 6] - Collecting task results...
[2023-09-06 15:29:27.431 | workflowName: LongRunningWorkflow | activityName: B | iteration: 6] - Task results collected: [A6-B6]
[2023-09-06 15:29:27.431 | workflowName: LongRunningWorkflow | activityName: B | iteration: 6] - Emit task results...
[2023-09-06 15:29:27.433 | workflowName: LongRunningWorkflow | activityName: B | iteration: 6] - Incrementing workflow iteration...
[2023-09-06 15:29:27.434 | workflowName: LongRunningWorkflow | activityName: B | iteration: 7] - Waiting for tokens...
[2023-09-06 15:29:27.435 | workflowName: LongRunningWorkflow | activityName: B | iteration: 7] - Received tokens: [InputToken{portName='IPortB', token=isel.meic.tmf.token.Token@4c583ecf}]
[2023-09-06 15:29:27.435 | workflowName: LongRunningWorkflow | activityName: B | iteration: 7] - Mapping task arguments...
[2023-09-06 15:29:27.435 | workflowName: LongRunningWorkflow | activityName: B | iteration: 7] - Task will be executed with the following arguments: {"arguments":["A7"],"constants":["10","B"],"currentIteration":7}
[2023-09-06 15:29:27.436 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Received tokens: [InputToken{portName='IPortC', token=isel.meic.tmf.token.Token@4d5d943d}]
[2023-09-06 15:29:27.436 | workflowName: LongRunningWorkflow | activityName: B | iteration: 7] - Executing task
[2023-09-06 15:29:27.436 | workflowName: LongRunningWorkflow | activityName: B | iteration: 7] - Setup results file before task execution
[2023-09-06 15:29:27.436 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Mapping task arguments...
[2023-09-06 15:29:27.436 | workflowName: LongRunningWorkflow | activityName: B | iteration: 7] - Executing task
[2023-09-06 15:29:27.437 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Task will be executed with the following arguments: {"arguments":["A6-B6"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":6}
[2023-09-06 15:29:27.437 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Executing task
[2023-09-06 15:29:27.437 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Setup results file before task execution
[2023-09-06 15:29:27.438 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Executing task
[2023-09-06 15:29:27.632 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Task execution finished with a running time of: 194ms
[2023-09-06 15:29:27.633 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Collecting task results...
[2023-09-06 15:29:27.633 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Task results collected: [A6-B6-C6]
[2023-09-06 15:29:27.633 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Emit task results...
[2023-09-06 15:29:27.634 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Incrementing workflow iteration...
[2023-09-06 15:29:27.634 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Waiting for tokens...
[2023-09-06 15:29:37.628 | workflowName: LongRunningWorkflow | activityName: B | iteration: 7] - Task execution finished with a running time of: 10192ms
[2023-09-06 15:29:37.629 | workflowName: LongRunningWorkflow | activityName: B | iteration: 7] - Collecting task results...
[2023-09-06 15:29:37.630 | workflowName: LongRunningWorkflow | activityName: B | iteration: 7] - Task results collected: [A7-B7]
[2023-09-06 15:29:37.630 | workflowName: LongRunningWorkflow | activityName: B | iteration: 7] - Emit task results...
[2023-09-06 15:29:37.632 | workflowName: LongRunningWorkflow | activityName: B | iteration: 7] - Incrementing workflow iteration...
[2023-09-06 15:29:37.633 | workflowName: LongRunningWorkflow | activityName: B | iteration: 8] - Waiting for tokens...
[2023-09-06 15:29:37.633 | workflowName: LongRunningWorkflow | activityName: B | iteration: 8] - Received tokens: [InputToken{portName='IPortB', token=isel.meic.tmf.token.Token@692f203f}]
[2023-09-06 15:29:37.634 | workflowName: LongRunningWorkflow | activityName: B | iteration: 8] - Mapping task arguments...
[2023-09-06 15:29:37.634 | workflowName: LongRunningWorkflow | activityName: B | iteration: 8] - Task will be executed with the following arguments: {"arguments":["A8"],"constants":["10","B"],"currentIteration":8}
[2023-09-06 15:29:37.634 | workflowName: LongRunningWorkflow | activityName: B | iteration: 8] - Executing task
[2023-09-06 15:29:37.634 | workflowName: LongRunningWorkflow | activityName: B | iteration: 8] - Setup results file before task execution
[2023-09-06 15:29:37.635 | workflowName: LongRunningWorkflow | activityName: B | iteration: 8] - Executing task
[2023-09-06 15:29:37.636 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Received tokens: [InputToken{portName='IPortC', token=isel.meic.tmf.token.Token@368f2016}]
[2023-09-06 15:29:37.636 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Mapping task arguments...
[2023-09-06 15:29:37.637 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Task will be executed with the following arguments: {"arguments":["A7-B7"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":7}
[2023-09-06 15:29:37.637 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Executing task
[2023-09-06 15:29:37.638 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Setup results file before task execution
[2023-09-06 15:29:37.638 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Executing task
[2023-09-06 15:29:37.850 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Task execution finished with a running time of: 212ms
[2023-09-06 15:29:37.851 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Collecting task results...
[2023-09-06 15:29:37.852 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Task results collected: [A7-B7-C7]
[2023-09-06 15:29:37.852 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Emit task results...
[2023-09-06 15:29:37.852 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Incrementing workflow iteration...
[2023-09-06 15:29:37.853 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Waiting for tokens...
[2023-09-06 15:29:47.830 | workflowName: LongRunningWorkflow | activityName: B | iteration: 8] - Task execution finished with a running time of: 10195ms
[2023-09-06 15:29:47.831 | workflowName: LongRunningWorkflow | activityName: B | iteration: 8] - Collecting task results...
[2023-09-06 15:29:47.832 | workflowName: LongRunningWorkflow | activityName: B | iteration: 8] - Task results collected: [A8-B8]
[2023-09-06 15:29:47.832 | workflowName: LongRunningWorkflow | activityName: B | iteration: 8] - Emit task results...
[2023-09-06 15:29:47.834 | workflowName: LongRunningWorkflow | activityName: B | iteration: 8] - Incrementing workflow iteration...
[2023-09-06 15:29:47.835 | workflowName: LongRunningWorkflow | activityName: B | iteration: 9] - Waiting for tokens...
[2023-09-06 15:29:47.836 | workflowName: LongRunningWorkflow | activityName: B | iteration: 9] - Received tokens: [InputToken{portName='IPortB', token=isel.meic.tmf.token.Token@48f2bd5b}]
[2023-09-06 15:29:47.837 | workflowName: LongRunningWorkflow | activityName: B | iteration: 9] - Mapping task arguments...
[2023-09-06 15:29:47.837 | workflowName: LongRunningWorkflow | activityName: B | iteration: 9] - Task will be executed with the following arguments: {"arguments":["A9"],"constants":["10","B"],"currentIteration":9}
[2023-09-06 15:29:47.837 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Received tokens: [InputToken{portName='IPortC', token=isel.meic.tmf.token.Token@4c583ecf}]
[2023-09-06 15:29:47.838 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Mapping task arguments...
[2023-09-06 15:29:47.837 | workflowName: LongRunningWorkflow | activityName: B | iteration: 9] - Executing task
[2023-09-06 15:29:47.837 | workflowName: LongRunningWorkflow | activityName: B | iteration: 9] - Setup results file before task execution
[2023-09-06 15:29:47.838 | workflowName: LongRunningWorkflow | activityName: B | iteration: 9] - Executing task
[2023-09-06 15:29:47.838 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Task will be executed with the following arguments: {"arguments":["A8-B8"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":8}
[2023-09-06 15:29:47.839 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Executing task
[2023-09-06 15:29:47.839 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Setup results file before task execution
[2023-09-06 15:29:47.839 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Executing task
[2023-09-06 15:29:48.038 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Task execution finished with a running time of: 198ms
[2023-09-06 15:29:48.039 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Collecting task results...
[2023-09-06 15:29:48.040 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Task results collected: [A8-B8-C8]
[2023-09-06 15:29:48.040 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Emit task results...
[2023-09-06 15:29:48.040 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Incrementing workflow iteration...
[2023-09-06 15:29:48.040 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Waiting for tokens...
[2023-09-06 15:29:58.020 | workflowName: LongRunningWorkflow | activityName: B | iteration: 9] - Task execution finished with a running time of: 10182ms
[2023-09-06 15:29:58.022 | workflowName: LongRunningWorkflow | activityName: B | iteration: 9] - Collecting task results...
[2023-09-06 15:29:58.023 | workflowName: LongRunningWorkflow | activityName: B | iteration: 9] - Task results collected: [A9-B9]
[2023-09-06 15:29:58.023 | workflowName: LongRunningWorkflow | activityName: B | iteration: 9] - Emit task results...
[2023-09-06 15:29:58.026 | workflowName: LongRunningWorkflow | activityName: B | iteration: 9] - Finished Activity execution with a total lasting time of: 102560ms
[2023-09-06 15:29:58.028 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Received tokens: [InputToken{portName='IPortC', token=isel.meic.tmf.token.Token@692f203f}]
[2023-09-06 15:29:58.028 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Mapping task arguments...
[2023-09-06 15:29:58.029 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Task will be executed with the following arguments: {"arguments":["A9-B9"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":9}
[2023-09-06 15:29:58.029 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Executing task
[2023-09-06 15:29:58.030 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Setup results file before task execution
[2023-09-06 15:29:58.030 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Executing task
[2023-09-06 15:29:58.220 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Task execution finished with a running time of: 190ms
[2023-09-06 15:29:58.222 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Collecting task results...
[2023-09-06 15:29:58.222 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Task results collected: [A9-B9-C9]
[2023-09-06 15:29:58.223 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Emit task results...
[2023-09-06 15:29:58.223 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Finished Activity execution with a total lasting time of: 102576ms
