[2023-09-09 18:55:53.992 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 1] - Activity started
[2023-09-09 18:56:06.201 | workflowName: LongRunningWorkflow | activityName: A | iteration: 17] - Executing task
[2023-09-09 18:56:06.228 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 1] - Task results collected: [A1-B1]
[2023-09-09 18:56:06.230 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 1] - Emit task results...
[2023-09-09 18:56:06.266 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 1] - created output ports [{name='OPortB', type='OUT', channel='LongRunningWorkflowIPortCOPortB'}]
[2023-09-09 18:56:06.320 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 1] - Incrementing workflow iteration...
[2023-09-09 18:56:06.325 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 3] - Waiting for tokens...
[2023-09-09 18:56:06.356 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 3] - Received tokens: [InputToken{portName='IPortB', token={content='A3', iteration=3}}]
[2023-09-09 18:56:06.357 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 3] - Mapping task arguments...
[2023-09-09 18:56:06.360 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 3] - Task will be executed with the following arguments: {"arguments":["A3"],"constants":["10","B"],"currentIteration":3}
[2023-09-09 18:56:06.363 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 3] - Executing task
[2023-09-09 18:56:06.367 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 3] - Setup results file before task execution
[2023-09-09 18:56:06.385 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 3] - Executing task
[2023-09-09 18:56:07.191 | workflowName: LongRunningWorkflow | activityName: A | iteration: 17] - Task execution finished with a running time of: 989ms
[2023-09-09 18:56:07.192 | workflowName: LongRunningWorkflow | activityName: A | iteration: 17] - Collecting task results...
[2023-09-09 18:56:07.195 | workflowName: LongRunningWorkflow | activityName: A | iteration: 17] - Task results collected: [A17]
[2023-09-09 18:56:07.199 | workflowName: LongRunningWorkflow | activityName: A | iteration: 17] - Emit task results...
[2023-09-09 18:56:07.208 | workflowName: LongRunningWorkflow | activityName: A | iteration: 17] - Incrementing workflow iteration...
[2023-09-09 18:56:07.212 | workflowName: LongRunningWorkflow | activityName: A | iteration: 18] - Mapping task arguments...
[2023-09-09 18:56:07.215 | workflowName: LongRunningWorkflow | activityName: A | iteration: 18] - Task will be executed with the following arguments: {"arguments":[],"constants":["0","A"],"currentIteration":18}
[2023-09-09 18:56:07.217 | workflowName: LongRunningWorkflow | activityName: A | iteration: 18] - Executing task
[2023-09-09 18:56:07.224 | workflowName: LongRunningWorkflow | activityName: A | iteration: 18] - Setup results file before task execution
[2023-09-09 18:56:07.235 | workflowName: LongRunningWorkflow | activityName: A | iteration: 18] - Executing task
[2023-09-09 18:56:08.263 | workflowName: LongRunningWorkflow | activityName: A | iteration: 18] - Task execution finished with a running time of: 1027ms
[2023-09-09 18:56:08.264 | workflowName: LongRunningWorkflow | activityName: A | iteration: 18] - Collecting task results...
[2023-09-09 18:56:08.267 | workflowName: LongRunningWorkflow | activityName: A | iteration: 18] - Task results collected: [A18]
[2023-09-09 18:56:08.268 | workflowName: LongRunningWorkflow | activityName: A | iteration: 18] - Emit task results...
[2023-09-09 18:56:08.271 | workflowName: LongRunningWorkflow | activityName: A | iteration: 18] - Incrementing workflow iteration...
[2023-09-09 18:56:08.272 | workflowName: LongRunningWorkflow | activityName: A | iteration: 19] - Mapping task arguments...
[2023-09-09 18:56:08.273 | workflowName: LongRunningWorkflow | activityName: A | iteration: 19] - Task will be executed with the following arguments: {"arguments":[],"constants":["0","A"],"currentIteration":19}
[2023-09-09 18:56:08.279 | workflowName: LongRunningWorkflow | activityName: A | iteration: 19] - Executing task
[2023-09-09 18:56:08.285 | workflowName: LongRunningWorkflow | activityName: A | iteration: 19] - Setup results file before task execution
[2023-09-09 18:56:08.301 | workflowName: LongRunningWorkflow | activityName: A | iteration: 19] - Executing task
[2023-09-09 18:56:08.702 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - Task execution finished with a running time of: 2440ms
[2023-09-09 18:56:08.705 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - Collecting task results...
[2023-09-09 18:56:08.747 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - Task results collected: [A0-B0-C0]
[2023-09-09 18:56:08.769 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - Emit task results...
[2023-09-09 18:56:08.772 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - created output ports []
[2023-09-09 18:56:08.776 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - Incrementing workflow iteration...
[2023-09-09 18:56:08.782 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Waiting for tokens...
[2023-09-09 18:56:08.785 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Received tokens: [InputToken{portName='IPortC', token={content='A1-B1', iteration=1}}]
[2023-09-09 18:56:08.786 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Mapping task arguments...
[2023-09-09 18:56:08.796 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Task will be executed with the following arguments: {"arguments":["A1-B1"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":1}
[2023-09-09 18:56:08.809 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Executing task
[2023-09-09 18:56:08.811 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Setup results file before task execution
[2023-09-09 18:56:08.813 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Executing task
[2023-09-09 18:56:09.317 | workflowName: LongRunningWorkflow | activityName: A | iteration: 19] - Task execution finished with a running time of: 1009ms
[2023-09-09 18:56:09.318 | workflowName: LongRunningWorkflow | activityName: A | iteration: 19] - Collecting task results...
[2023-09-09 18:56:09.320 | workflowName: LongRunningWorkflow | activityName: A | iteration: 19] - Task results collected: [A19]
[2023-09-09 18:56:09.320 | workflowName: LongRunningWorkflow | activityName: A | iteration: 19] - Emit task results...
[2023-09-09 18:56:09.332 | workflowName: LongRunningWorkflow | activityName: A | iteration: 19] - Finished Activity execution
[2023-09-09 18:56:09.844 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Task execution finished with a running time of: 1028ms
[2023-09-09 18:56:09.848 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Collecting task results...
[2023-09-09 18:56:09.851 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Task results collected: [A1-B1-C1]
[2023-09-09 18:56:09.852 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Emit task results...
[2023-09-09 18:56:09.853 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Incrementing workflow iteration...
[2023-09-09 18:56:09.855 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Waiting for tokens...
[2023-09-09 18:56:18.126 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 2] - Task execution finished with a running time of: 12191ms
[2023-09-09 18:56:18.128 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 2] - Collecting task results...
[2023-09-09 18:56:18.129 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 2] - Task results collected: [A2-B2]
[2023-09-09 18:56:18.129 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 2] - Emit task results...
[2023-09-09 18:56:18.134 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 2] - Incrementing workflow iteration...
[2023-09-09 18:56:18.135 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 4] - Waiting for tokens...
[2023-09-09 18:56:18.139 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Received tokens: [InputToken{portName='IPortC', token={content='A2-B2', iteration=2}}]
[2023-09-09 18:56:18.143 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 4] - Received tokens: [InputToken{portName='IPortB', token={content='A4', iteration=4}}]
[2023-09-09 18:56:18.143 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 4] - Mapping task arguments...
[2023-09-09 18:56:18.144 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 4] - Task will be executed with the following arguments: {"arguments":["A4"],"constants":["10","B"],"currentIteration":4}
[2023-09-09 18:56:18.146 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 4] - Executing task
[2023-09-09 18:56:18.146 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 4] - Setup results file before task execution
[2023-09-09 18:56:18.147 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 4] - Executing task
[2023-09-09 18:56:18.139 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Mapping task arguments...
[2023-09-09 18:56:18.150 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Task will be executed with the following arguments: {"arguments":["A2-B2"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":2}
[2023-09-09 18:56:18.153 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Executing task
[2023-09-09 18:56:18.155 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Setup results file before task execution
[2023-09-09 18:56:18.157 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Executing task
[2023-09-09 18:56:18.699 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 3] - Task execution finished with a running time of: 12311ms
[2023-09-09 18:56:18.703 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 3] - Collecting task results...
[2023-09-09 18:56:18.705 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 3] - Task results collected: [A3-B3]
[2023-09-09 18:56:18.705 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 3] - Emit task results...
[2023-09-09 18:56:18.716 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 3] - Incrementing workflow iteration...
[2023-09-09 18:56:18.717 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 5] - Waiting for tokens...
[2023-09-09 18:56:18.722 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 5] - Received tokens: [InputToken{portName='IPortB', token={content='A5', iteration=5}}]
[2023-09-09 18:56:18.722 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 5] - Mapping task arguments...
[2023-09-09 18:56:18.723 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 5] - Task will be executed with the following arguments: {"arguments":["A5"],"constants":["10","B"],"currentIteration":5}
[2023-09-09 18:56:18.724 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 5] - Executing task
[2023-09-09 18:56:18.727 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 5] - Setup results file before task execution
[2023-09-09 18:56:18.736 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 5] - Executing task
[2023-09-09 18:56:19.102 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Task execution finished with a running time of: 943ms
[2023-09-09 18:56:19.103 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Collecting task results...
[2023-09-09 18:56:19.105 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Task results collected: [A2-B2-C2]
[2023-09-09 18:56:19.106 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Emit task results...
[2023-09-09 18:56:19.107 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Incrementing workflow iteration...
[2023-09-09 18:56:19.108 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Waiting for tokens...
[2023-09-09 18:56:19.111 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Received tokens: [InputToken{portName='IPortC', token={content='A3-B3', iteration=3}}]
[2023-09-09 18:56:19.112 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Mapping task arguments...
[2023-09-09 18:56:19.113 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Task will be executed with the following arguments: {"arguments":["A3-B3"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":3}
[2023-09-09 18:56:19.114 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Executing task
[2023-09-09 18:56:19.114 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Setup results file before task execution
[2023-09-09 18:56:19.116 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Executing task
[2023-09-09 18:56:19.849 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Task execution finished with a running time of: 732ms
[2023-09-09 18:56:19.851 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Collecting task results...
[2023-09-09 18:56:19.854 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Task results collected: [A3-B3-C3]
[2023-09-09 18:56:19.855 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Emit task results...
[2023-09-09 18:56:19.856 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Incrementing workflow iteration...
[2023-09-09 18:56:19.857 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Waiting for tokens...
[2023-09-09 18:56:28.926 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 4] - Task execution finished with a running time of: 10778ms
[2023-09-09 18:56:28.928 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 4] - Collecting task results...
[2023-09-09 18:56:28.932 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 4] - Task results collected: [A4-B4]
[2023-09-09 18:56:28.934 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 4] - Emit task results...
[2023-09-09 18:56:28.945 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Received tokens: [InputToken{portName='IPortC', token={content='A4-B4', iteration=4}}]
[2023-09-09 18:56:28.947 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Mapping task arguments...
[2023-09-09 18:56:28.950 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Task will be executed with the following arguments: {"arguments":["A4-B4"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":4}
[2023-09-09 18:56:28.952 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Executing task
[2023-09-09 18:56:28.953 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Setup results file before task execution
[2023-09-09 18:56:28.941 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 4] - Incrementing workflow iteration...
[2023-09-09 18:56:28.957 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Executing task
[2023-09-09 18:56:28.956 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 6] - Waiting for tokens...
[2023-09-09 18:56:28.959 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 6] - Received tokens: [InputToken{portName='IPortB', token={content='A6', iteration=6}}]
[2023-09-09 18:56:28.964 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 6] - Mapping task arguments...
[2023-09-09 18:56:28.965 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 6] - Task will be executed with the following arguments: {"arguments":["A6"],"constants":["10","B"],"currentIteration":6}
[2023-09-09 18:56:28.966 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 6] - Executing task
[2023-09-09 18:56:28.967 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 6] - Setup results file before task execution
[2023-09-09 18:56:28.970 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 6] - Executing task
[2023-09-09 18:56:29.553 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 5] - Task execution finished with a running time of: 10814ms
[2023-09-09 18:56:29.556 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 5] - Collecting task results...
[2023-09-09 18:56:29.559 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 5] - Task results collected: [A5-B5]
[2023-09-09 18:56:29.560 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 5] - Emit task results...
[2023-09-09 18:56:29.565 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 5] - Incrementing workflow iteration...
[2023-09-09 18:56:29.565 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 7] - Waiting for tokens...
[2023-09-09 18:56:29.587 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 7] - Received tokens: [InputToken{portName='IPortB', token={content='A7', iteration=7}}]
[2023-09-09 18:56:29.588 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 7] - Mapping task arguments...
[2023-09-09 18:56:29.591 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 7] - Task will be executed with the following arguments: {"arguments":["A7"],"constants":["10","B"],"currentIteration":7}
[2023-09-09 18:56:29.592 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 7] - Executing task
[2023-09-09 18:56:29.596 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 7] - Setup results file before task execution
[2023-09-09 18:56:29.605 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 7] - Executing task
[2023-09-09 18:56:29.834 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Task execution finished with a running time of: 872ms
[2023-09-09 18:56:29.841 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Collecting task results...
[2023-09-09 18:56:29.845 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Task results collected: [A4-B4-C4]
[2023-09-09 18:56:29.856 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Emit task results...
[2023-09-09 18:56:29.858 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Incrementing workflow iteration...
[2023-09-09 18:56:29.859 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Waiting for tokens...
[2023-09-09 18:56:29.863 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Received tokens: [InputToken{portName='IPortC', token={content='A5-B5', iteration=5}}]
[2023-09-09 18:56:29.864 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Mapping task arguments...
[2023-09-09 18:56:29.867 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Task will be executed with the following arguments: {"arguments":["A5-B5"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":5}
[2023-09-09 18:56:29.870 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Executing task
[2023-09-09 18:56:29.872 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Setup results file before task execution
[2023-09-09 18:56:29.876 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Executing task
[2023-09-09 18:56:30.667 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Task execution finished with a running time of: 786ms
[2023-09-09 18:56:30.668 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Collecting task results...
[2023-09-09 18:56:30.671 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Task results collected: [A5-B5-C5]
[2023-09-09 18:56:30.672 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Emit task results...
[2023-09-09 18:56:30.674 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Incrementing workflow iteration...
[2023-09-09 18:56:30.677 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Waiting for tokens...
[2023-09-09 18:56:39.656 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 6] - Task execution finished with a running time of: 10685ms
[2023-09-09 18:56:39.658 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 6] - Collecting task results...
[2023-09-09 18:56:39.659 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 6] - Task results collected: [A6-B6]
[2023-09-09 18:56:39.659 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 6] - Emit task results...
[2023-09-09 18:56:39.662 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 6] - Incrementing workflow iteration...
[2023-09-09 18:56:39.665 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Received tokens: [InputToken{portName='IPortC', token={content='A6-B6', iteration=6}}]
[2023-09-09 18:56:39.665 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Mapping task arguments...
[2023-09-09 18:56:39.667 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Task will be executed with the following arguments: {"arguments":["A6-B6"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":6}
[2023-09-09 18:56:39.667 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Executing task
[2023-09-09 18:56:39.663 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 8] - Waiting for tokens...
[2023-09-09 18:56:39.670 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 8] - Received tokens: [InputToken{portName='IPortB', token={content='A8', iteration=8}}]
[2023-09-09 18:56:39.667 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Setup results file before task execution
[2023-09-09 18:56:39.674 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Executing task
[2023-09-09 18:56:39.671 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 8] - Mapping task arguments...
[2023-09-09 18:56:39.683 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 8] - Task will be executed with the following arguments: {"arguments":["A8"],"constants":["10","B"],"currentIteration":8}
[2023-09-09 18:56:39.685 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 8] - Executing task
[2023-09-09 18:56:39.685 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 8] - Setup results file before task execution
[2023-09-09 18:56:39.687 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 8] - Executing task
[2023-09-09 18:56:40.469 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 7] - Task execution finished with a running time of: 10857ms
[2023-09-09 18:56:40.473 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 7] - Collecting task results...
[2023-09-09 18:56:40.478 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 7] - Task results collected: [A7-B7]
[2023-09-09 18:56:40.481 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 7] - Emit task results...
[2023-09-09 18:56:40.489 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 7] - Incrementing workflow iteration...
[2023-09-09 18:56:40.489 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 9] - Waiting for tokens...
[2023-09-09 18:56:40.491 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 9] - Received tokens: [InputToken{portName='IPortB', token={content='A9', iteration=9}}]
[2023-09-09 18:56:40.491 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 9] - Mapping task arguments...
[2023-09-09 18:56:40.492 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 9] - Task will be executed with the following arguments: {"arguments":["A9"],"constants":["10","B"],"currentIteration":9}
[2023-09-09 18:56:40.493 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 9] - Executing task
[2023-09-09 18:56:40.494 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 9] - Setup results file before task execution
[2023-09-09 18:56:40.496 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_2 | iteration: 9] - Executing task
[2023-09-09 18:56:40.648 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Task execution finished with a running time of: 973ms
[2023-09-09 18:56:40.649 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Collecting task results...
[2023-09-09 18:56:40.652 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Task results collected: [A6-B6-C6]
[2023-09-09 18:56:40.653 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Emit task results...
[2023-09-09 18:56:40.654 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Incrementing workflow iteration...
[2023-09-09 18:56:40.654 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Waiting for tokens...
[2023-09-09 18:56:40.656 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Received tokens: [InputToken{portName='IPortC', token={content='A7-B7', iteration=7}}]
[2023-09-09 18:56:40.656 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Mapping task arguments...
[2023-09-09 18:56:40.658 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Task will be executed with the following arguments: {"arguments":["A7-B7"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":7}
[2023-09-09 18:56:40.659 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Executing task
[2023-09-09 18:56:40.659 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Setup results file before task execution
[2023-09-09 18:56:40.662 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Executing task
[2023-09-09 18:56:41.480 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Task execution finished with a running time of: 817ms
[2023-09-09 18:56:41.482 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Collecting task results...
[2023-09-09 18:56:41.486 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Task results collected: [A7-B7-C7]
[2023-09-09 18:56:41.486 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Emit task results...
[2023-09-09 18:56:41.487 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Incrementing workflow iteration...
[2023-09-09 18:56:41.487 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Waiting for tokens...
[2023-09-09 18:56:50.528 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 8] - Task execution finished with a running time of: 10841ms
[2023-09-09 18:56:50.530 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 8] - Collecting task results...
[2023-09-09 18:56:50.531 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 8] - Task results collected: [A8-B8]
[2023-09-09 18:56:50.533 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_2 | iteration: 8] - Emit task results...
[2023-09-09 18:56:50.538 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Received tokens: [InputToken{portName='IPortC', token={content='A8-B8', iteration=8}}]
[2023-09-09 18:56:50.538 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Mapping task arguments...
[2023-09-09 18:56:50.539 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Task will be executed with the following arguments: {"arguments":["A8-B8"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":8}
[2023-09-09 18:56:50.540 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Executing task
