[2023-09-06 15:31:30.252 | workflowName: LongRunningWorkflow | activityName: B_replica_4_of_5 | iteration: 3] - Activity started
[2023-09-06 15:31:41.996 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - Setup results file before task execution
[2023-09-06 15:31:41.998 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - Executing task
[2023-09-06 15:31:42.001 | workflowName: LongRunningWorkflow | activityName: B_replica_4_of_5 | iteration: 8] - Received tokens: [InputToken{portName='IPortB', token=isel.meic.tmf.token.Token@5c6648b0}]
[2023-09-06 15:31:42.001 | workflowName: LongRunningWorkflow | activityName: B_replica_4_of_5 | iteration: 8] - Mapping task arguments...
[2023-09-06 15:31:42.002 | workflowName: LongRunningWorkflow | activityName: B_replica_4_of_5 | iteration: 8] - Task will be executed with the following arguments: {"arguments":["A8"],"constants":["10","B"],"currentIteration":8}
[2023-09-06 15:31:42.003 | workflowName: LongRunningWorkflow | activityName: B_replica_4_of_5 | iteration: 8] - Executing task
[2023-09-06 15:31:42.004 | workflowName: LongRunningWorkflow | activityName: B_replica_4_of_5 | iteration: 8] - Setup results file before task execution
[2023-09-06 15:31:42.007 | workflowName: LongRunningWorkflow | activityName: B_replica_4_of_5 | iteration: 8] - Executing task
[2023-09-06 15:31:42.172 | workflowName: LongRunningWorkflow | activityName: B_replica_5_of_5 | iteration: 4] - Task execution finished with a running time of: 10261ms
[2023-09-06 15:31:42.174 | workflowName: LongRunningWorkflow | activityName: B_replica_5_of_5 | iteration: 4] - Collecting task results...
[2023-09-06 15:31:42.185 | workflowName: LongRunningWorkflow | activityName: B_replica_5_of_5 | iteration: 4] - Task results collected: [A4-B4]
[2023-09-06 15:31:42.186 | workflowName: LongRunningWorkflow | activityName: B_replica_5_of_5 | iteration: 4] - Emit task results...
[2023-09-06 15:31:42.188 | workflowName: LongRunningWorkflow | activityName: B_replica_5_of_5 | iteration: 4] - created output ports [{name='OPortB', type='OUT', channel='IPortCOPortB'}]
[2023-09-06 15:31:42.196 | workflowName: LongRunningWorkflow | activityName: B_replica_5_of_5 | iteration: 4] - Incrementing workflow iteration...
[2023-09-06 15:31:42.197 | workflowName: LongRunningWorkflow | activityName: B_replica_5_of_5 | iteration: 9] - Waiting for tokens...
[2023-09-06 15:31:42.210 | workflowName: LongRunningWorkflow | activityName: B_replica_5_of_5 | iteration: 9] - Received tokens: [InputToken{portName='IPortB', token=isel.meic.tmf.token.Token@31304f14}]
[2023-09-06 15:31:42.210 | workflowName: LongRunningWorkflow | activityName: B_replica_5_of_5 | iteration: 9] - Mapping task arguments...
[2023-09-06 15:31:42.211 | workflowName: LongRunningWorkflow | activityName: B_replica_5_of_5 | iteration: 9] - Task will be executed with the following arguments: {"arguments":["A9"],"constants":["10","B"],"currentIteration":9}
[2023-09-06 15:31:42.212 | workflowName: LongRunningWorkflow | activityName: B_replica_5_of_5 | iteration: 9] - Executing task
[2023-09-06 15:31:42.213 | workflowName: LongRunningWorkflow | activityName: B_replica_5_of_5 | iteration: 9] - Setup results file before task execution
[2023-09-06 15:31:42.215 | workflowName: LongRunningWorkflow | activityName: B_replica_5_of_5 | iteration: 9] - Executing task
[2023-09-06 15:31:42.432 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - Task execution finished with a running time of: 386ms
[2023-09-06 15:31:42.433 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - Collecting task results...
[2023-09-06 15:31:42.439 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - Task results collected: [A0-B0-C0]
[2023-09-06 15:31:42.439 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - Emit task results...
[2023-09-06 15:31:42.441 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - created output ports []
[2023-09-06 15:31:42.442 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - Incrementing workflow iteration...
[2023-09-06 15:31:42.444 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Waiting for tokens...
[2023-09-06 15:31:42.444 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Received tokens: [InputToken{portName='IPortC', token=isel.meic.tmf.token.Token@6302bbb1}]
[2023-09-06 15:31:42.445 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Mapping task arguments...
[2023-09-06 15:31:42.446 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Task will be executed with the following arguments: {"arguments":["A1-B1"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":1}
[2023-09-06 15:31:42.446 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Executing task
[2023-09-06 15:31:42.447 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Setup results file before task execution
[2023-09-06 15:31:42.449 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Executing task
[2023-09-06 15:31:42.687 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Task execution finished with a running time of: 237ms
[2023-09-06 15:31:42.689 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Collecting task results...
[2023-09-06 15:31:42.689 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Task results collected: [A1-B1-C1]
[2023-09-06 15:31:42.690 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Emit task results...
[2023-09-06 15:31:42.690 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Incrementing workflow iteration...
[2023-09-06 15:31:42.691 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Waiting for tokens...
[2023-09-06 15:31:42.692 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Received tokens: [InputToken{portName='IPortC', token=isel.meic.tmf.token.Token@459e9125}]
[2023-09-06 15:31:42.692 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Mapping task arguments...
[2023-09-06 15:31:42.693 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Task will be executed with the following arguments: {"arguments":["A2-B2"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":2}
[2023-09-06 15:31:42.693 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Executing task
[2023-09-06 15:31:42.694 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Setup results file before task execution
[2023-09-06 15:31:42.694 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Executing task
[2023-09-06 15:31:42.935 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Task execution finished with a running time of: 240ms
[2023-09-06 15:31:42.937 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Collecting task results...
[2023-09-06 15:31:42.938 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Task results collected: [A2-B2-C2]
[2023-09-06 15:31:42.938 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Emit task results...
[2023-09-06 15:31:42.938 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Incrementing workflow iteration...
[2023-09-06 15:31:42.938 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Waiting for tokens...
[2023-09-06 15:31:42.940 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Received tokens: [InputToken{portName='IPortC', token=isel.meic.tmf.token.Token@128d2484}]
[2023-09-06 15:31:42.940 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Mapping task arguments...
[2023-09-06 15:31:42.940 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Task will be executed with the following arguments: {"arguments":["A3-B3"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":3}
[2023-09-06 15:31:42.941 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Executing task
[2023-09-06 15:31:42.941 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Setup results file before task execution
[2023-09-06 15:31:42.942 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Executing task
[2023-09-06 15:31:43.153 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Task execution finished with a running time of: 210ms
[2023-09-06 15:31:43.154 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Collecting task results...
[2023-09-06 15:31:43.155 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Task results collected: [A3-B3-C3]
[2023-09-06 15:31:43.155 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Emit task results...
[2023-09-06 15:31:43.155 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Incrementing workflow iteration...
[2023-09-06 15:31:43.156 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Waiting for tokens...
[2023-09-06 15:31:43.157 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Received tokens: [InputToken{portName='IPortC', token=isel.meic.tmf.token.Token@7cc0cdad}]
[2023-09-06 15:31:43.158 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Mapping task arguments...
[2023-09-06 15:31:43.158 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Task will be executed with the following arguments: {"arguments":["A4-B4"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":4}
[2023-09-06 15:31:43.158 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Executing task
[2023-09-06 15:31:43.158 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Setup results file before task execution
[2023-09-06 15:31:43.159 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Executing task
[2023-09-06 15:31:43.356 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Task execution finished with a running time of: 197ms
[2023-09-06 15:31:43.358 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Collecting task results...
[2023-09-06 15:31:43.358 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Task results collected: [A4-B4-C4]
[2023-09-06 15:31:43.359 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Emit task results...
[2023-09-06 15:31:43.359 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Incrementing workflow iteration...
[2023-09-06 15:31:43.359 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Waiting for tokens...
[2023-09-06 15:31:51.969 | workflowName: LongRunningWorkflow | activityName: B_replica_3_of_5 | iteration: 7] - Task execution finished with a running time of: 10287ms
[2023-09-06 15:31:51.971 | workflowName: LongRunningWorkflow | activityName: B_replica_3_of_5 | iteration: 7] - Collecting task results...
[2023-09-06 15:31:51.972 | workflowName: LongRunningWorkflow | activityName: B_replica_3_of_5 | iteration: 7] - Task results collected: [A7-B7]
[2023-09-06 15:31:51.973 | workflowName: LongRunningWorkflow | activityName: B_replica_3_of_5 | iteration: 7] - Emit task results...
[2023-09-06 15:31:51.976 | workflowName: LongRunningWorkflow | activityName: B_replica_3_of_5 | iteration: 7] - Finished Activity execution with a total lasting time of: 21145ms
[2023-09-06 15:31:52.193 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_5 | iteration: 6] - Task execution finished with a running time of: 10335ms
[2023-09-06 15:31:52.195 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_5 | iteration: 6] - Collecting task results...
[2023-09-06 15:31:52.195 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_5 | iteration: 6] - Task results collected: [A6-B6]
[2023-09-06 15:31:52.196 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_5 | iteration: 6] - Emit task results...
[2023-09-06 15:31:52.199 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_5 | iteration: 6] - Finished Activity execution with a total lasting time of: 21180ms
[2023-09-06 15:31:52.296 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_5 | iteration: 5] - Task execution finished with a running time of: 10345ms
[2023-09-06 15:31:52.297 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_5 | iteration: 5] - Collecting task results...
[2023-09-06 15:31:52.298 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_5 | iteration: 5] - Task results collected: [A5-B5]
[2023-09-06 15:31:52.298 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_5 | iteration: 5] - Emit task results...
[2023-09-06 15:31:52.302 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_5 | iteration: 5] - Finished Activity execution with a total lasting time of: 21221ms
[2023-09-06 15:31:52.304 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Received tokens: [InputToken{portName='IPortC', token=isel.meic.tmf.token.Token@7c7b252e}]
[2023-09-06 15:31:52.304 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Mapping task arguments...
[2023-09-06 15:31:52.305 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Task will be executed with the following arguments: {"arguments":["A5-B5"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":5}
[2023-09-06 15:31:52.305 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Executing task
[2023-09-06 15:31:52.306 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Setup results file before task execution
[2023-09-06 15:31:52.306 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Executing task
[2023-09-06 15:31:52.326 | workflowName: LongRunningWorkflow | activityName: B_replica_4_of_5 | iteration: 8] - Task execution finished with a running time of: 10318ms
[2023-09-06 15:31:52.328 | workflowName: LongRunningWorkflow | activityName: B_replica_4_of_5 | iteration: 8] - Collecting task results...
[2023-09-06 15:31:52.329 | workflowName: LongRunningWorkflow | activityName: B_replica_4_of_5 | iteration: 8] - Task results collected: [A8-B8]
[2023-09-06 15:31:52.329 | workflowName: LongRunningWorkflow | activityName: B_replica_4_of_5 | iteration: 8] - Emit task results...
[2023-09-06 15:31:52.332 | workflowName: LongRunningWorkflow | activityName: B_replica_4_of_5 | iteration: 8] - Finished Activity execution with a total lasting time of: 22195ms
[2023-09-06 15:31:52.505 | workflowName: LongRunningWorkflow | activityName: B_replica_5_of_5 | iteration: 9] - Task execution finished with a running time of: 10290ms
[2023-09-06 15:31:52.506 | workflowName: LongRunningWorkflow | activityName: B_replica_5_of_5 | iteration: 9] - Collecting task results...
[2023-09-06 15:31:52.507 | workflowName: LongRunningWorkflow | activityName: B_replica_5_of_5 | iteration: 9] - Task results collected: [A9-B9]
[2023-09-06 15:31:52.507 | workflowName: LongRunningWorkflow | activityName: B_replica_5_of_5 | iteration: 9] - Emit task results...
[2023-09-06 15:31:52.510 | workflowName: LongRunningWorkflow | activityName: B_replica_5_of_5 | iteration: 9] - Finished Activity execution with a total lasting time of: 21682ms
[2023-09-06 15:31:52.596 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Task execution finished with a running time of: 289ms
[2023-09-06 15:31:52.598 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Collecting task results...
[2023-09-06 15:31:52.599 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Task results collected: [A5-B5-C5]
[2023-09-06 15:31:52.599 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Emit task results...
[2023-09-06 15:31:52.599 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Incrementing workflow iteration...
[2023-09-06 15:31:52.600 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Waiting for tokens...
[2023-09-06 15:31:52.601 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Received tokens: [InputToken{portName='IPortC', token=isel.meic.tmf.token.Token@4d5d943d}]
[2023-09-06 15:31:52.602 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Mapping task arguments...
[2023-09-06 15:31:52.602 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Task will be executed with the following arguments: {"arguments":["A6-B6"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":6}
[2023-09-06 15:31:52.602 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Executing task
[2023-09-06 15:31:52.603 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Setup results file before task execution
[2023-09-06 15:31:52.603 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Executing task
[2023-09-06 15:31:52.835 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Task execution finished with a running time of: 232ms
[2023-09-06 15:31:52.837 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Collecting task results...
[2023-09-06 15:31:52.837 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Task results collected: [A6-B6-C6]
[2023-09-06 15:31:52.838 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Emit task results...
[2023-09-06 15:31:52.838 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Incrementing workflow iteration...
[2023-09-06 15:31:52.838 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Waiting for tokens...
[2023-09-06 15:31:52.839 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Received tokens: [InputToken{portName='IPortC', token=isel.meic.tmf.token.Token@368f2016}]
[2023-09-06 15:31:52.839 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Mapping task arguments...
[2023-09-06 15:31:52.840 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Task will be executed with the following arguments: {"arguments":["A7-B7"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":7}
[2023-09-06 15:31:52.840 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Executing task
[2023-09-06 15:31:52.840 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Setup results file before task execution
[2023-09-06 15:31:52.841 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Executing task
[2023-09-06 15:31:53.047 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Task execution finished with a running time of: 206ms
[2023-09-06 15:31:53.049 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Collecting task results...
[2023-09-06 15:31:53.049 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Task results collected: [A7-B7-C7]
[2023-09-06 15:31:53.049 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Emit task results...
[2023-09-06 15:31:53.049 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Incrementing workflow iteration...
[2023-09-06 15:31:53.049 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Waiting for tokens...
[2023-09-06 15:31:53.051 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Received tokens: [InputToken{portName='IPortC', token=isel.meic.tmf.token.Token@4c583ecf}]
[2023-09-06 15:31:53.051 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Mapping task arguments...
[2023-09-06 15:31:53.051 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Task will be executed with the following arguments: {"arguments":["A8-B8"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":8}
[2023-09-06 15:31:53.051 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Executing task
[2023-09-06 15:31:53.051 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Setup results file before task execution
[2023-09-06 15:31:53.052 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Executing task
[2023-09-06 15:31:53.255 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Task execution finished with a running time of: 203ms
[2023-09-06 15:31:53.256 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Collecting task results...
[2023-09-06 15:31:53.257 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Task results collected: [A8-B8-C8]
[2023-09-06 15:31:53.257 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Emit task results...
[2023-09-06 15:31:53.257 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Incrementing workflow iteration...
[2023-09-06 15:31:53.257 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Waiting for tokens...
[2023-09-06 15:31:53.258 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Received tokens: [InputToken{portName='IPortC', token=isel.meic.tmf.token.Token@692f203f}]
[2023-09-06 15:31:53.259 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Mapping task arguments...
[2023-09-06 15:31:53.259 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Task will be executed with the following arguments: {"arguments":["A9-B9"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":9}
[2023-09-06 15:31:53.259 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Executing task
[2023-09-06 15:31:53.259 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Setup results file before task execution
[2023-09-06 15:31:53.260 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Executing task
[2023-09-06 15:31:53.495 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Task execution finished with a running time of: 235ms
[2023-09-06 15:31:53.498 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Collecting task results...
[2023-09-06 15:31:53.498 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Task results collected: [A9-B9-C9]
[2023-09-06 15:31:53.499 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Emit task results...
[2023-09-06 15:31:53.499 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Finished Activity execution with a total lasting time of: 22291ms
