[2023-09-06 15:33:15.946 | workflowName: LongRunningWorkflow | activityName: B_replica_3_of_10 | iteration: 2] - Activity started
[2023-09-06 15:33:28.861 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_10 | iteration: 0] - Task execution finished with a running time of: 10241ms
[2023-09-06 15:33:28.862 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_10 | iteration: 0] - Collecting task results...
[2023-09-06 15:33:28.866 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_10 | iteration: 0] - Task results collected: [A0-B0]
[2023-09-06 15:33:28.867 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_10 | iteration: 0] - Emit task results...
[2023-09-06 15:33:28.868 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_10 | iteration: 0] - created output ports [{name='OPortB', type='OUT', channel='IPortCOPortB'}]
[2023-09-06 15:33:28.873 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_10 | iteration: 0] - Finished Activity execution with a total lasting time of: 11365ms
[2023-09-06 15:33:28.898 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - Received tokens: [InputToken{portName='IPortC', token=isel.meic.tmf.token.Token@2145b572}]
[2023-09-06 15:33:28.899 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - Mapping task arguments...
[2023-09-06 15:33:28.912 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - Task will be executed with the following arguments: {"arguments":["A0-B0"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":0}
[2023-09-06 15:33:28.913 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - Executing task
[2023-09-06 15:33:28.914 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - Setup results file before task execution
[2023-09-06 15:33:28.915 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - Executing task
[2023-09-06 15:33:29.000 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_10 | iteration: 1] - Task execution finished with a running time of: 10205ms
[2023-09-06 15:33:29.000 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_10 | iteration: 1] - Collecting task results...
[2023-09-06 15:33:29.004 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_10 | iteration: 1] - Task results collected: [A1-B1]
[2023-09-06 15:33:29.005 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_10 | iteration: 1] - Emit task results...
[2023-09-06 15:33:29.006 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_10 | iteration: 1] - created output ports [{name='OPortB', type='OUT', channel='IPortCOPortB'}]
[2023-09-06 15:33:29.011 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_10 | iteration: 1] - Finished Activity execution with a total lasting time of: 10626ms
[2023-09-06 15:33:29.179 | workflowName: LongRunningWorkflow | activityName: B_replica_3_of_10 | iteration: 2] - Task execution finished with a running time of: 10212ms
[2023-09-06 15:33:29.180 | workflowName: LongRunningWorkflow | activityName: B_replica_3_of_10 | iteration: 2] - Collecting task results...
[2023-09-06 15:33:29.185 | workflowName: LongRunningWorkflow | activityName: B_replica_3_of_10 | iteration: 2] - Task results collected: [A2-B2]
[2023-09-06 15:33:29.186 | workflowName: LongRunningWorkflow | activityName: B_replica_3_of_10 | iteration: 2] - Emit task results...
[2023-09-06 15:33:29.187 | workflowName: LongRunningWorkflow | activityName: B_replica_3_of_10 | iteration: 2] - created output ports [{name='OPortB', type='OUT', channel='IPortCOPortB'}]
[2023-09-06 15:33:29.191 | workflowName: LongRunningWorkflow | activityName: B_replica_3_of_10 | iteration: 2] - Finished Activity execution with a total lasting time of: 13371ms
[2023-09-06 15:33:29.205 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - Task execution finished with a running time of: 271ms
[2023-09-06 15:33:29.207 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - Collecting task results...
[2023-09-06 15:33:29.212 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - Task results collected: [A0-B0-C0]
[2023-09-06 15:33:29.212 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - Emit task results...
[2023-09-06 15:33:29.214 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - created output ports []
[2023-09-06 15:33:29.216 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - Incrementing workflow iteration...
[2023-09-06 15:33:29.217 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Waiting for tokens...
[2023-09-06 15:33:29.219 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Received tokens: [InputToken{portName='IPortC', token=isel.meic.tmf.token.Token@6302bbb1}]
[2023-09-06 15:33:29.220 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Mapping task arguments...
[2023-09-06 15:33:29.220 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Task will be executed with the following arguments: {"arguments":["A1-B1"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":1}
[2023-09-06 15:33:29.221 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Executing task
[2023-09-06 15:33:29.221 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Setup results file before task execution
[2023-09-06 15:33:29.222 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Executing task
[2023-09-06 15:33:29.321 | workflowName: LongRunningWorkflow | activityName: B_replica_4_of_10 | iteration: 3] - Task execution finished with a running time of: 10190ms
[2023-09-06 15:33:29.322 | workflowName: LongRunningWorkflow | activityName: B_replica_4_of_10 | iteration: 3] - Collecting task results...
[2023-09-06 15:33:29.325 | workflowName: LongRunningWorkflow | activityName: B_replica_4_of_10 | iteration: 3] - Task results collected: [A3-B3]
[2023-09-06 15:33:29.326 | workflowName: LongRunningWorkflow | activityName: B_replica_4_of_10 | iteration: 3] - Emit task results...
[2023-09-06 15:33:29.327 | workflowName: LongRunningWorkflow | activityName: B_replica_4_of_10 | iteration: 3] - created output ports [{name='OPortB', type='OUT', channel='IPortCOPortB'}]
[2023-09-06 15:33:29.333 | workflowName: LongRunningWorkflow | activityName: B_replica_4_of_10 | iteration: 3] - Finished Activity execution with a total lasting time of: 13089ms
[2023-09-06 15:33:29.546 | workflowName: LongRunningWorkflow | activityName: B_replica_5_of_10 | iteration: 4] - Task execution finished with a running time of: 10211ms
[2023-09-06 15:33:29.547 | workflowName: LongRunningWorkflow | activityName: B_replica_5_of_10 | iteration: 4] - Collecting task results...
[2023-09-06 15:33:29.551 | workflowName: LongRunningWorkflow | activityName: B_replica_5_of_10 | iteration: 4] - Task results collected: [A4-B4]
[2023-09-06 15:33:29.551 | workflowName: LongRunningWorkflow | activityName: B_replica_5_of_10 | iteration: 4] - Emit task results...
[2023-09-06 15:33:29.552 | workflowName: LongRunningWorkflow | activityName: B_replica_5_of_10 | iteration: 4] - created output ports [{name='OPortB', type='OUT', channel='IPortCOPortB'}]
[2023-09-06 15:33:29.557 | workflowName: LongRunningWorkflow | activityName: B_replica_5_of_10 | iteration: 4] - Finished Activity execution with a total lasting time of: 11163ms
[2023-09-06 15:33:29.558 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Task execution finished with a running time of: 336ms
[2023-09-06 15:33:29.560 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Collecting task results...
[2023-09-06 15:33:29.561 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Task results collected: [A1-B1-C1]
[2023-09-06 15:33:29.561 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Emit task results...
[2023-09-06 15:33:29.561 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Incrementing workflow iteration...
[2023-09-06 15:33:29.562 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Waiting for tokens...
[2023-09-06 15:33:29.563 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Received tokens: [InputToken{portName='IPortC', token=isel.meic.tmf.token.Token@459e9125}]
[2023-09-06 15:33:29.563 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Mapping task arguments...
[2023-09-06 15:33:29.564 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Task will be executed with the following arguments: {"arguments":["A2-B2"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":2}
[2023-09-06 15:33:29.565 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Executing task
[2023-09-06 15:33:29.565 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Setup results file before task execution
[2023-09-06 15:33:29.565 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Executing task
[2023-09-06 15:33:29.758 | workflowName: LongRunningWorkflow | activityName: B_replica_6_of_10 | iteration: 5] - Task execution finished with a running time of: 10221ms
[2023-09-06 15:33:29.759 | workflowName: LongRunningWorkflow | activityName: B_replica_6_of_10 | iteration: 5] - Collecting task results...
[2023-09-06 15:33:29.765 | workflowName: LongRunningWorkflow | activityName: B_replica_6_of_10 | iteration: 5] - Task results collected: [A5-B5]
[2023-09-06 15:33:29.766 | workflowName: LongRunningWorkflow | activityName: B_replica_6_of_10 | iteration: 5] - Emit task results...
[2023-09-06 15:33:29.767 | workflowName: LongRunningWorkflow | activityName: B_replica_6_of_10 | iteration: 5] - created output ports [{name='OPortB', type='OUT', channel='IPortCOPortB'}]
[2023-09-06 15:33:29.773 | workflowName: LongRunningWorkflow | activityName: B_replica_6_of_10 | iteration: 5] - Finished Activity execution with a total lasting time of: 12337ms
[2023-09-06 15:33:29.842 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Task execution finished with a running time of: 275ms
[2023-09-06 15:33:29.843 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Collecting task results...
[2023-09-06 15:33:29.844 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Task results collected: [A2-B2-C2]
[2023-09-06 15:33:29.844 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Emit task results...
[2023-09-06 15:33:29.844 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Incrementing workflow iteration...
[2023-09-06 15:33:29.845 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Waiting for tokens...
[2023-09-06 15:33:29.846 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Received tokens: [InputToken{portName='IPortC', token=isel.meic.tmf.token.Token@128d2484}]
[2023-09-06 15:33:29.846 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Mapping task arguments...
[2023-09-06 15:33:29.847 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Task will be executed with the following arguments: {"arguments":["A3-B3"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":3}
[2023-09-06 15:33:29.847 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Executing task
[2023-09-06 15:33:29.847 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Setup results file before task execution
[2023-09-06 15:33:29.848 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Executing task
[2023-09-06 15:33:29.940 | workflowName: LongRunningWorkflow | activityName: B_replica_7_of_10 | iteration: 6] - Task execution finished with a running time of: 10205ms
[2023-09-06 15:33:29.941 | workflowName: LongRunningWorkflow | activityName: B_replica_7_of_10 | iteration: 6] - Collecting task results...
[2023-09-06 15:33:29.945 | workflowName: LongRunningWorkflow | activityName: B_replica_7_of_10 | iteration: 6] - Task results collected: [A6-B6]
[2023-09-06 15:33:29.946 | workflowName: LongRunningWorkflow | activityName: B_replica_7_of_10 | iteration: 6] - Emit task results...
[2023-09-06 15:33:29.946 | workflowName: LongRunningWorkflow | activityName: B_replica_7_of_10 | iteration: 6] - created output ports [{name='OPortB', type='OUT', channel='IPortCOPortB'}]
[2023-09-06 15:33:29.951 | workflowName: LongRunningWorkflow | activityName: B_replica_7_of_10 | iteration: 6] - Finished Activity execution with a total lasting time of: 12551ms
[2023-09-06 15:33:30.118 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Task execution finished with a running time of: 270ms
[2023-09-06 15:33:30.120 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Collecting task results...
[2023-09-06 15:33:30.120 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Task results collected: [A3-B3-C3]
[2023-09-06 15:33:30.121 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Emit task results...
[2023-09-06 15:33:30.121 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Incrementing workflow iteration...
[2023-09-06 15:33:30.121 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Waiting for tokens...
[2023-09-06 15:33:30.122 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Received tokens: [InputToken{portName='IPortC', token=isel.meic.tmf.token.Token@7cc0cdad}]
[2023-09-06 15:33:30.122 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Mapping task arguments...
[2023-09-06 15:33:30.123 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Task will be executed with the following arguments: {"arguments":["A4-B4"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":4}
[2023-09-06 15:33:30.123 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Executing task
[2023-09-06 15:33:30.123 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Setup results file before task execution
[2023-09-06 15:33:30.124 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Executing task
[2023-09-06 15:33:30.141 | workflowName: LongRunningWorkflow | activityName: B_replica_8_of_10 | iteration: 7] - Task execution finished with a running time of: 10206ms
[2023-09-06 15:33:30.142 | workflowName: LongRunningWorkflow | activityName: B_replica_8_of_10 | iteration: 7] - Collecting task results...
[2023-09-06 15:33:30.146 | workflowName: LongRunningWorkflow | activityName: B_replica_8_of_10 | iteration: 7] - Task results collected: [A7-B7]
[2023-09-06 15:33:30.147 | workflowName: LongRunningWorkflow | activityName: B_replica_8_of_10 | iteration: 7] - Emit task results...
[2023-09-06 15:33:30.148 | workflowName: LongRunningWorkflow | activityName: B_replica_8_of_10 | iteration: 7] - created output ports [{name='OPortB', type='OUT', channel='IPortCOPortB'}]
[2023-09-06 15:33:30.153 | workflowName: LongRunningWorkflow | activityName: B_replica_8_of_10 | iteration: 7] - Finished Activity execution with a total lasting time of: 13279ms
[2023-09-06 15:33:30.331 | workflowName: LongRunningWorkflow | activityName: B_replica_9_of_10 | iteration: 8] - Task execution finished with a running time of: 10198ms
[2023-09-06 15:33:30.332 | workflowName: LongRunningWorkflow | activityName: B_replica_9_of_10 | iteration: 8] - Collecting task results...
[2023-09-06 15:33:30.339 | workflowName: LongRunningWorkflow | activityName: B_replica_9_of_10 | iteration: 8] - Task results collected: [A8-B8]
[2023-09-06 15:33:30.340 | workflowName: LongRunningWorkflow | activityName: B_replica_9_of_10 | iteration: 8] - Emit task results...
[2023-09-06 15:33:30.342 | workflowName: LongRunningWorkflow | activityName: B_replica_9_of_10 | iteration: 8] - created output ports [{name='OPortB', type='OUT', channel='IPortCOPortB'}]
[2023-09-06 15:33:30.350 | workflowName: LongRunningWorkflow | activityName: B_replica_9_of_10 | iteration: 8] - Finished Activity execution with a total lasting time of: 12388ms
[2023-09-06 15:33:30.375 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Task execution finished with a running time of: 251ms
[2023-09-06 15:33:30.377 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Collecting task results...
[2023-09-06 15:33:30.378 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Task results collected: [A4-B4-C4]
[2023-09-06 15:33:30.378 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Emit task results...
[2023-09-06 15:33:30.379 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Incrementing workflow iteration...
[2023-09-06 15:33:30.379 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Waiting for tokens...
[2023-09-06 15:33:30.381 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Received tokens: [InputToken{portName='IPortC', token=isel.meic.tmf.token.Token@7c7b252e}]
[2023-09-06 15:33:30.381 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Mapping task arguments...
[2023-09-06 15:33:30.382 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Task will be executed with the following arguments: {"arguments":["A5-B5"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":5}
[2023-09-06 15:33:30.382 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Executing task
[2023-09-06 15:33:30.382 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Setup results file before task execution
[2023-09-06 15:33:30.383 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Executing task
[2023-09-06 15:33:30.516 | workflowName: LongRunningWorkflow | activityName: B_replica_10_of_10 | iteration: 9] - Task execution finished with a running time of: 10204ms
[2023-09-06 15:33:30.517 | workflowName: LongRunningWorkflow | activityName: B_replica_10_of_10 | iteration: 9] - Collecting task results...
[2023-09-06 15:33:30.521 | workflowName: LongRunningWorkflow | activityName: B_replica_10_of_10 | iteration: 9] - Task results collected: [A9-B9]
[2023-09-06 15:33:30.521 | workflowName: LongRunningWorkflow | activityName: B_replica_10_of_10 | iteration: 9] - Emit task results...
[2023-09-06 15:33:30.522 | workflowName: LongRunningWorkflow | activityName: B_replica_10_of_10 | iteration: 9] - created output ports [{name='OPortB', type='OUT', channel='IPortCOPortB'}]
[2023-09-06 15:33:30.527 | workflowName: LongRunningWorkflow | activityName: B_replica_10_of_10 | iteration: 9] - Finished Activity execution with a total lasting time of: 13898ms
[2023-09-06 15:33:30.647 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Task execution finished with a running time of: 264ms
[2023-09-06 15:33:30.648 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Collecting task results...
[2023-09-06 15:33:30.649 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Task results collected: [A5-B5-C5]
[2023-09-06 15:33:30.650 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Emit task results...
[2023-09-06 15:33:30.650 | workflowName: LongRunningWorkflow | activityName: C | iteration: 5] - Incrementing workflow iteration...
[2023-09-06 15:33:30.650 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Waiting for tokens...
[2023-09-06 15:33:30.653 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Received tokens: [InputToken{portName='IPortC', token=isel.meic.tmf.token.Token@4d5d943d}]
[2023-09-06 15:33:30.653 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Mapping task arguments...
[2023-09-06 15:33:30.653 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Task will be executed with the following arguments: {"arguments":["A6-B6"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":6}
[2023-09-06 15:33:30.654 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Executing task
[2023-09-06 15:33:30.654 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Setup results file before task execution
[2023-09-06 15:33:30.655 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Executing task
[2023-09-06 15:33:30.957 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Task execution finished with a running time of: 302ms
[2023-09-06 15:33:30.959 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Collecting task results...
[2023-09-06 15:33:30.959 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Task results collected: [A6-B6-C6]
[2023-09-06 15:33:30.959 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Emit task results...
[2023-09-06 15:33:30.960 | workflowName: LongRunningWorkflow | activityName: C | iteration: 6] - Incrementing workflow iteration...
[2023-09-06 15:33:30.960 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Waiting for tokens...
[2023-09-06 15:33:30.973 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Received tokens: [InputToken{portName='IPortC', token=isel.meic.tmf.token.Token@368f2016}]
[2023-09-06 15:33:30.973 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Mapping task arguments...
[2023-09-06 15:33:30.973 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Task will be executed with the following arguments: {"arguments":["A7-B7"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":7}
[2023-09-06 15:33:30.974 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Executing task
[2023-09-06 15:33:30.974 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Setup results file before task execution
[2023-09-06 15:33:30.975 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Executing task
[2023-09-06 15:33:31.192 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Task execution finished with a running time of: 217ms
[2023-09-06 15:33:31.194 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Collecting task results...
[2023-09-06 15:33:31.196 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Task results collected: [A7-B7-C7]
[2023-09-06 15:33:31.196 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Emit task results...
[2023-09-06 15:33:31.197 | workflowName: LongRunningWorkflow | activityName: C | iteration: 7] - Incrementing workflow iteration...
[2023-09-06 15:33:31.198 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Waiting for tokens...
[2023-09-06 15:33:31.200 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Received tokens: [InputToken{portName='IPortC', token=isel.meic.tmf.token.Token@4c583ecf}]
[2023-09-06 15:33:31.200 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Mapping task arguments...
[2023-09-06 15:33:31.201 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Task will be executed with the following arguments: {"arguments":["A8-B8"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":8}
[2023-09-06 15:33:31.202 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Executing task
[2023-09-06 15:33:31.202 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Setup results file before task execution
[2023-09-06 15:33:31.203 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Executing task
[2023-09-06 15:33:31.418 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Task execution finished with a running time of: 214ms
[2023-09-06 15:33:31.419 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Collecting task results...
[2023-09-06 15:33:31.420 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Task results collected: [A8-B8-C8]
[2023-09-06 15:33:31.420 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Emit task results...
[2023-09-06 15:33:31.421 | workflowName: LongRunningWorkflow | activityName: C | iteration: 8] - Incrementing workflow iteration...
[2023-09-06 15:33:31.421 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Waiting for tokens...
[2023-09-06 15:33:31.422 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Received tokens: [InputToken{portName='IPortC', token=isel.meic.tmf.token.Token@692f203f}]
[2023-09-06 15:33:31.422 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Mapping task arguments...
[2023-09-06 15:33:31.422 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Task will be executed with the following arguments: {"arguments":["A9-B9"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":9}
[2023-09-06 15:33:31.422 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Executing task
[2023-09-06 15:33:31.423 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Setup results file before task execution
[2023-09-06 15:33:31.423 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Executing task
[2023-09-06 15:33:31.628 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Task execution finished with a running time of: 205ms
[2023-09-06 15:33:31.630 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Collecting task results...
[2023-09-06 15:33:31.631 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Task results collected: [A9-B9-C9]
[2023-09-06 15:33:31.631 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Emit task results...
[2023-09-06 15:33:31.632 | workflowName: LongRunningWorkflow | activityName: C | iteration: 9] - Finished Activity execution with a total lasting time of: 15384ms
